Voltage,Current
V,A
-0.111,-1.04E-04
-0.112,-9.99E-05
-0.113,-9.67E-05
-0.114,-9.34E-05
-0.115,-9.04E-05
-0.116,-8.75E-05
-0.117,-8.49E-05
-0.118,-8.23E-05
-0.119,-8.03E-05
-0.12,-7.84E-05
-0.1209,-7.68E-05
-0.122,-7.53E-05
-0.123,-7.34E-05
-0.1239,-7.16E-05
-0.125,-7.04E-05
-0.126,-6.96E-05
-0.127,-6.81E-05
-0.128,-6.68E-05
-0.129,-6.57E-05
-0.13,-6.49E-05
-0.131,-6.40E-05
-0.132,-6.33E-05
-0.133,-6.24E-05
-0.134,-6.20E-05
-0.135,-6.10E-05
-0.136,-6.03E-05
-0.137,-5.93E-05
-0.138,-5.88E-05
-0.139,-5.87E-05
-0.1399,-5.78E-05
-0.141,-5.70E-05
-0.142,-5.66E-05
-0.143,-5.61E-05
-0.144,-5.57E-05
-0.145,-5.50E-05
-0.146,-5.45E-05
-0.147,-5.41E-05
-0.148,-5.36E-05
-0.149,-5.31E-05
-0.15,-5.24E-05
-0.151,-5.22E-05
-0.152,-5.18E-05
-0.153,-5.12E-05
-0.154,-5.10E-05
-0.155,-5.05E-05
-0.156,-5.01E-05
-0.157,-4.98E-05
-0.158,-4.93E-05
-0.159,-4.91E-05
-0.16,-4.88E-05
-0.161,-4.86E-05
-0.162,-4.80E-05
-0.163,-4.77E-05
-0.164,-4.74E-05
-0.165,-4.70E-05
-0.166,-4.67E-05
-0.167,-4.64E-05
-0.168,-4.60E-05
-0.169,-4.57E-05
-0.17,-4.53E-05
-0.171,-4.53E-05
-0.172,-4.50E-05
-0.173,-4.47E-05
-0.174,-4.43E-05
-0.175,-4.39E-05
-0.176,-4.37E-05
-0.177,-4.34E-05
-0.178,-4.33E-05
-0.179,-4.30E-05
-0.18,-4.27E-05
-0.181,-4.25E-05
-0.182,-4.24E-05
-0.183,-4.22E-05
-0.184,-4.20E-05
-0.185,-4.17E-05
-0.186,-4.16E-05
-0.187,-4.14E-05
-0.188,-4.11E-05
-0.189,-4.09E-05
-0.19,-4.06E-05
-0.191,-4.04E-05
-0.192,-4.03E-05
-0.193,-4.00E-05
-0.194,-4.00E-05
-0.195,-3.95E-05
-0.196,-3.95E-05
-0.197,-3.91E-05
-0.198,-3.91E-05
-0.199,-3.90E-05
-0.2,-3.88E-05
